(13, 40, 20)
(13, 39, 19)
(13, 40, 20)
(13, 39, 20)
(13, 39, 20)
(13, 39, 20)
(13, 39, 20)
(13, 39, 20)
(13, 40, 20)
(13, 39, 20)
(13, 39, 20)
(13, 39, 20)
(13, 38, 20)
(14, 38, 20)
(14, 38, 22)
(14, 38, 22)
(13, 37, 18)
(14, 39, 21)
(14, 41, 21)
(14, 40, 21)
(13, 39, 20)
(14, 41, 23)
(15, 42, 23)
(14, 41, 21)
(13, 41, 21)
(14, 41, 21)
(14, 40, 21)
(14, 40, 21)
(13, 40, 20)
(13, 41, 20)
(13, 42, 20)
(14, 42, 21)
(13, 41, 20)
(13, 40, 20)
(14, 40, 22)
(14, 40, 21)
(14, 42, 21)
(15, 41, 24)
(14, 40, 22)
(14, 41, 22)
(14, 42, 22)
(15, 41, 23)
(14, 42, 21)
(13, 40, 21)
(13, 42, 20)
(12, 41, 19)
(13, 41, 20)
(12, 40, 21)
(12, 40, 18)
(13, 41, 19)
(13, 40, 20)
(13, 41, 19)
(13, 42, 20)
(14, 41, 22)
(13, 41, 21)
(13, 41, 20)
(13, 42, 21)
(13, 41, 21)
(13, 40, 20)
(13, 40, 20)
(14, 40, 23)
(13, 40, 21)
(13, 40, 21)
(12, 39, 19)
(12, 39, 20)
(12, 40, 21)
(12, 40, 20)
(12, 40, 21)
(12, 41, 21)
(13, 41, 21)
(13, 42, 22)
(13, 42, 22)
(13, 41, 21)
(13, 41, 21)
(14, 42, 22)
(13, 42, 22)
(14, 42, 22)
(13, 42, 22)
(14, 41, 22)
(14, 40, 22)
(13, 41, 21)
(14, 41, 21)
(14, 42, 22)
(14, 42, 23)
(13, 41, 21)
(14, 42, 21)
(13, 41, 21)
(13, 41, 20)
(13, 39, 19)
(14, 38, 21)
(14, 38, 22)
(14, 38, 22)
(14, 39, 21)
(14, 39, 21)
(14, 40, 21)
(13, 39, 21)
(14, 41, 22)
(13, 39, 20)
(13, 40, 20)
(13, 38, 19)
