(44, 61, 9)
(44, 62, 9)
(44, 62, 9)
(44, 62, 9)
(44, 62, 9)
(44, 62, 9)
(44, 62, 9)
(44, 62, 9)
(44, 62, 10)
(44, 62, 9)
(44, 62, 8)
(44, 62, 9)
(44, 62, 9)
(44, 62, 9)
(44, 61, 9)
(43, 60, 8)
(42, 59, 8)
(43, 60, 9)
(43, 60, 9)
(43, 60, 8)
(43, 60, 8)
(42, 58, 6)
(42, 59, 7)
(42, 59, 7)
(42, 59, 8)
(43, 60, 9)
(43, 61, 8)
(43, 61, 8)
(43, 61, 8)
(44, 61, 8)
(44, 62, 8)
(43, 60, 8)
(43, 60, 8)
(43, 60, 8)
(43, 60, 8)
(43, 61, 8)
(43, 61, 8)
(44, 61, 8)
(44, 62, 8)
(43, 61, 8)
(43, 61, 8)
(43, 61, 8)
(43, 60, 7)
(44, 61, 8)
(44, 62, 8)
(44, 61, 8)
(44, 63, 8)
(44, 62, 8)
(44, 61, 8)
(44, 61, 8)
(43, 61, 8)
(42, 59, 8)
(42, 59, 7)
(42, 59, 8)
(42, 58, 7)
(42, 59, 7)
(43, 59, 9)
(43, 60, 9)
(43, 61, 9)
(43, 61, 9)
(42, 58, 6)
(43, 60, 8)
(44, 62, 9)
(44, 63, 9)
(44, 62, 9)
(44, 63, 9)
(44, 63, 9)
(44, 63, 9)
(44, 62, 9)
(44, 62, 8)
(44, 63, 9)
(44, 62, 8)
(43, 61, 9)
(43, 61, 8)
(42, 58, 7)
(43, 62, 9)
(43, 60, 9)
(43, 61, 8)
(43, 60, 8)
(42, 58, 7)
(42, 58, 7)
(42, 59, 7)
(43, 60, 8)
(43, 61, 8)
(43, 60, 9)
(43, 61, 8)
(43, 60, 8)
(43, 61, 8)
(44, 61, 8)
(44, 61, 8)
(43, 60, 8)
(43, 60, 8)
(43, 61, 8)
(42, 59, 7)
(43, 60, 8)
(44, 61, 8)
(44, 61, 9)
(44, 62, 9)
(45, 63, 9)
(43, 61, 8)
